Rank,Name,Score,Finish Time ,Q1 (2),Q2 (4),Q3 (5),Q4 (6)
14535,shaileshtanwar  ,6,1:25:06, 0:04:56  1, 0:45:06  7,,
14536,jpr007  ,6,1:25:06, 0:06:35, 1:15:06  2,,
14537,vibhormishra58  ,6,1:25:06, 0:04:02, 0:50:06  7,,
14538,khushalsuthar  ,6,1:25:06, 0:08:56, 1:15:06  2,,
14539,shrey_005  ,6,1:25:06, 1:00:09, 1:10:06  3,,
14540,lasyapothineedi  ,6,1:25:07, 1:25:07, 0:41:12,,
14541,2210030083  ,6,1:25:08, 1:06:37, 1:20:08  1,,
14542,denebola  ,6,1:25:10, 1:00:20  3, 1:05:10  1,,
14543,takecc-6  ,6,1:25:10, 1:25:00, 1:25:10,,
14544,SatyaTheG  ,6,1:25:11, 1:13:03, 1:25:11,,
14545,chandrateja85  ,6,1:25:11, 0:54:37, 1:25:11,,
14546,MALARVIZHI-29  ,6,1:25:11, 0:28:17, 1:20:11  1,,
14547,user9291Ik  ,6,1:25:12, 0:46:36, 1:25:12,,
14548,DHARSANA  ,6,1:25:13, 0:31:28, 1:15:13  2,,
14549,mfarheenunnisa  ,6,1:25:15, 0:04:50, 1:05:15  4,,
14550,N-sanjana_123  ,6,1:25:15, 0:42:01, 1:25:15,,
14551,competent-austin84r  ,6,1:25:16, 0:06:44  1, 0:40:16  8,,
14552,michaelxu_168  ,6,1:25:17, 0:15:41, 0:50:17  7,,
14553,tej731  ,6,1:25:18, 1:13:34, 1:25:18,,
14554,Parampreet_Singh23  ,6,1:25:18, 0:06:58, 0:45:18  8,,
14555,_Kavya_31  ,6,1:25:19, 0:18:39  2, 1:15:19,,
14556,21r01a0581  ,6,1:25:19, 1:25:19, 1:09:08,,
14557,taplow04  ,6,1:25:20, 0:12:20, 1:00:20  5,,
14558,zephyrus17  ,6,1:25:20, 1:00:40, 1:25:20,,
14559,Krishna_Raju  ,6,1:25:21, 0:34:34, 1:10:21  3,,
14560,Madhur_21  ,6,1:25:21, 1:20:21, 1:18:24  1,,
14561,sumitde24012004  ,6,1:25:21, 0:08:48  1, 1:10:21  2,,
14562,sumanraj401  ,6,1:25:22, 0:08:06, 1:10:22  3,,
14563,Mamtha01  ,6,1:25:22, 1:11:24  1, 1:20:22,,
14564,avantikatrip  ,6,1:25:22, 0:06:44, 1:00:22  5,,
14565,Ashish23june  ,6,1:25:23, 0:04:11, 0:50:23  7,,
14566,21H51A66A0  ,6,1:25:24, 0:12:47, 1:25:24,,
14567,ajitkale1630  ,6,1:25:24, 0:08:49, 1:25:24,,
14568,Mona_nalam7  ,6,1:25:26, 0:23:34  2, 1:00:26  3,,
14569,Dhashwathi  ,6,1:25:27, 1:20:27, 1:13:45  1,,
14570,22h51a05q9  ,6,1:25:28, 1:20:28  1, 1:09:09,,
14571,Flames_004  ,6,1:25:29, 0:12:34, 1:20:29  1,,
14572,vadlakondaveeksha  ,6,1:25:29, 0:52:00  2, 1:00:29  3,,
14573,Rajini_Priya  ,6,1:25:30, 0:27:23  1, 1:00:30  4,,
14574,imsamir08  ,6,1:25:32, 1:24:26, 1:25:32,,
14575,sohamkulkarni  ,6,1:25:32, 0:21:02, 1:15:32  2,,
14576,kamalc503  ,6,1:25:33, 1:22:11, 1:25:33,,
14577,Ankita_Chaturvedi  ,6,1:25:35, 0:13:12, 1:10:35  3,,
14578,Nithya66c4  ,6,1:25:36, 0:05:10, 1:05:36  4,,
14579,klu_2100031495  ,6,1:25:36, 1:15:36, 1:25:36,,
14580,eswar2002  ,6,1:25:36, 1:20:36, 1:16:41  1,,
14581,coder_1823  ,6,1:25:37, 0:10:50  2, 0:25:37  10,,
14582,bhargavi_54781  ,6,1:25:37, 0:07:38, 1:10:37  3,,
14583,pratyaksh_07  ,6,1:25:38, 0:11:37, 1:15:38  2,,
14584,Shravan_Nikhil  ,6,1:25:40, 0:03:59, 1:20:40  1,,
14585,sylviojph  ,6,1:25:40, 0:04:13, 1:15:40  2,,
14586,user0322sl  ,6,1:25:41, 0:13:29, 1:15:41  2,,
14587,2210030390  ,6,1:25:41, 0:53:13, 1:25:41,,
14588,srinivas191  ,6,1:25:43, 0:12:57  2, 0:40:43  7,,
14589,rohitkpatil  ,6,1:25:45, 1:05:55  1, 1:15:45  1,,
14590,sovansekharsenapati2005  ,6,1:25:46, 0:13:00, 1:20:46  1,,
14591,srijaseepathi07  ,6,1:25:47, 1:24:21, 1:25:47,,
14592,mungarasanjana10  ,6,1:25:51, 0:54:32, 1:25:51,,
14593,imdaotfmfaobfiwsnmah  ,6,1:25:54, 1:08:29, 1:15:54  2,,
14594,abhay2612003  ,6,1:25:55, 0:06:19, 1:00:55  5,,
14595,vishaljatia99  ,6,1:25:56, 0:08:05  1, 0:55:56  5,,
14596,anjali1084  ,6,1:25:56, 0:25:11  3, 1:10:56,,
14597,2210030436  ,6,1:25:57, 0:43:21, 1:25:57,,
14598,vishal177raj  ,6,1:25:59, 1:12:50, 1:25:59,,
14599,LaxmiPrasanna7  ,6,1:25:59, 0:02:21, 0:50:59  7,,
14600,Ajayr_008  ,6,1:25:59, 0:01:35, 0:55:59  6,,
14601,rounak133  ,6,1:26:01, 0:03:14, 1:21:01  1,,
14602,satyaki_  ,6,1:26:01, 0:03:02, 1:06:01  4,,
14603,dip_018  ,6,1:26:02, 0:34:59, 1:21:02  1,,
14604,22h51a05p5  ,6,1:26:07, 1:26:07, 1:25:16,,
14605,Rushikesh_1213  ,6,1:26:07, 0:03:03, 1:01:07  5,,
14606,sagar_RANA_  ,6,1:26:08, 0:08:41, 1:01:08  5,,
14607,sinhaaditii  ,6,1:26:09, 0:02:39, 1:06:09  4,,
14608,klu_2200032942  ,6,1:26:09, 1:12:04  1, 1:16:09  1,,
14609,elakibser  ,6,1:26:09, 1:03:59  1, 1:16:09  1,,
14610,21h51a05p3  ,6,1:26:09, 1:04:58, 1:26:09,,
14611,Yash271120  ,6,1:26:09, 0:02:56, 1:01:09  5,,
14612,mohdmasoodhasan  ,6,1:26:10, 1:02:58, 1:21:10  1,,
14613,himank_pahuja  ,6,1:26:10, 0:18:47, 1:06:10  4,,
14614,abhinaya_kanchanakuntla  ,6,1:26:11, 0:36:10, 1:11:11  3,,
14615,apoorva_099  ,6,1:26:11, 0:16:00, 1:26:11,,
14616,persis_grace  ,6,1:26:11, 1:12:58, 1:26:11,,
14617,21501a12c3  ,6,1:26:12, 0:17:10, 1:26:12,,
14618,Rahela13  ,6,1:26:12, 1:26:12, 1:22:43,,
14619,21R01A0546  ,6,1:26:12, 1:25:08, 1:26:12,,
14620,user7205uh  ,6,1:26:13, 0:04:17, 1:01:13  5,,
14621,2100031257  ,6,1:26:13, 1:00:57  1, 1:21:13,,
14622,renownedvirat1  ,6,1:26:16, 0:10:00, 1:01:16  5,,
14623,manojparuchuri21  ,6,1:26:17, 0:13:08, 1:06:17  4,,
14624,ethicalADI  ,6,1:26:19, 1:19:12, 1:26:19,,
14625,STARs_56789  ,6,1:26:21, 1:16:21, 1:15:14  2,,
14626,VAMSI_D  ,6,1:26:21, 0:48:03, 1:16:21  2,,
14627,thevanshjain  ,6,1:26:22, 0:04:46, 1:01:22  5,,
14628,Azil_Ahmed2001  ,6,1:26:22, 0:52:40, 1:21:22  1,,
14629,imprashantverma  ,6,1:26:22, 0:03:18, 1:11:22  3,,
14630,2210030098  ,6,1:26:23, 0:55:56, 1:26:23,,
14631,sai_vamshi29  ,6,1:26:24, 0:06:22, 1:06:24  4,,
14632,da-feng-qi-xi-w  ,6,1:26:26, 0:05:04, 1:06:26  4,,
14633,akanksha_singh_2608  ,6,1:26:27, 0:24:36, 1:11:27  3,,
14634,HimadriPathak  ,6,1:26:28, 0:19:58, 1:06:28  4,,
14635,piyanshuparasvani2021  ,6,1:26:29, 0:36:22, 1:11:29  3,,
14636,harshdadhich1811  ,6,1:26:29, 0:04:18, 1:16:29  2,,
14637,prathik_bhat10  ,6,1:26:29, 0:08:39, 1:16:29  2,,
14638,NKumar02  ,6,1:26:33, 1:18:13, 1:26:33,,
14639,tanvikwatra18  ,6,1:26:34, 1:02:38, 1:16:34  2,,
14640,seraphSaurav  ,6,1:26:35, 0:15:46, 1:01:35  5,,
14641,yadla_mani  ,6,1:26:36, 0:03:14, 0:41:36  9,,
14642,aishwarya_7902  ,6,1:26:36, 0:05:14, 0:51:36  7,,
14643,user_pavi612  ,6,1:26:37, 0:01:28, 1:01:37  5,,
14644,SailingSam  ,6,1:26:38, 0:07:36, 1:01:38  5,,
14645,kj8jaink  ,6,1:26:38, 0:02:07, 1:01:38  5,,
14646,Sukrit_Prakash_Singh  ,6,1:26:38, 0:03:42, 1:06:38  4,,
14647,gou-tong-zhang-ai-h  ,6,1:26:39, 1:25:57, 1:26:39,,
14648,aniketpatra001  ,6,1:26:40, 0:04:54, 1:01:40  5,,
14649,Sapna_06  ,6,1:26:42, 0:54:19, 1:21:42  1,,
14650,harshita_05  ,6,1:26:45, 0:04:28, 1:11:45  3,,
14651,Rio_Hamawari  ,6,1:26:45, 0:17:45, 0:56:45  6,,
14652,aartikaintura2501  ,6,1:26:46, 1:04:07, 1:16:46  2,,
14653,sahilkhan_2002  ,6,1:26:49, 0:03:07, 1:11:49  3,,
14654,Durvesh7k  ,6,1:26:50, 0:04:06, 1:01:50  5,,
14655,ai21at1a3102  ,6,1:26:50, 1:20:32, 1:26:50,,
14656,yaswitha05  ,6,1:26:51, 0:22:47, 1:06:51  4,,
14657,shubhamraj2002  ,6,1:26:52, 0:50:08, 1:21:52  1,,
14658,brave-browngrn  ,6,1:26:52, 0:12:07, 1:11:52  3,,
14659,Ayush_8  ,6,1:26:53, 0:29:37, 1:06:53  4,,
14660,kiu2024springSakhelashvili  ,6,1:26:54, 0:07:12, 1:16:54  2,,
14661,zhuyuliang0817  ,6,1:26:55, 1:03:25, 1:16:55  2,,
14662,Ali_100  ,6,1:26:55, 1:15:53, 1:21:55  1,,
14663,StormbladesHK  ,6,1:26:55, 0:05:25, 1:01:55  5,,
14664,1219624  ,6,1:26:55, 0:03:51, 1:11:55  3,,
14665,Ranjith_890  ,6,1:26:55, 1:25:41, 1:26:55,,
14666,sivasaisreeyakkala  ,6,1:26:56, 1:08:24, 1:21:56  1,,
14667,2210030092  ,6,1:26:57, 1:21:57  1, 1:18:35,,
14668,mjunaidkhalidi  ,6,1:26:58, 0:16:42, 1:01:58  5,,
14669,zhou-v2  ,6,1:27:01, 1:03:10, 1:17:01  2,,
14670,rishr  ,6,1:27:01, 0:04:44, 1:07:01  4,,
14671,Abhishek07112003  ,6,1:27:02, 0:04:45, 1:02:02  5,,
14672,vishnupriyakarru_03  ,6,1:27:03, 1:23:43, 1:27:03,,
14673,sspingale28  ,6,1:27:04, 0:02:49, 0:42:04  9,,
14674,xiao-xu-hen-ren-zhen  ,6,1:27:04, 0:03:16, 1:07:04  4,,
14675,kundan48  ,6,1:27:05, 0:07:28, 1:17:05  2,,
14676,grow-xd  ,6,1:27:05, 0:06:17, 0:57:05  6,,
14677,hunainahafsa  ,6,1:27:06, 1:26:07, 1:27:06,,
14678,Victor_Zork  ,6,1:27:07, 0:09:09, 0:52:07  7,,
14679,Ne0o  ,6,1:27:08, 0:05:40, 0:47:08  8,,
14680,Rutvik_vegad  ,6,1:27:10, 0:02:54, 0:47:10  8,,
14681,kiu2024springLuarsaba  ,6,1:27:11, 0:04:26, 0:47:11  8,,
14682,Syed_Baquer  ,6,1:27:11, 1:17:11  1, 1:15:31  1,,
14683,Garv2022  ,6,1:27:11, 0:05:49, 0:57:11  6,,
14684,2110030110  ,6,1:27:13, 1:23:18, 1:27:13,,
14685,joca97  ,6,1:27:13, 0:48:46, 1:12:13  3,,
14686,chakrapanireddy  ,6,1:27:14, 1:27:14, 1:22:14,,
14687,paffan22  ,6,1:27:14, 1:04:18, 1:27:14,,
14688,oontCase  ,6,1:27:15, 0:01:43, 1:02:15  5,,
14689,akashjindal44  ,6,1:27:17, 0:06:13, 0:57:17  6,,
14690,likithkun  ,6,1:27:18, 0:24:57, 0:57:18  6,,
14691,MrCoder25  ,6,1:27:18, 0:03:36, 0:57:18  6,,
14692,SanketRakshe  ,6,1:27:19, 1:26:43, 1:27:19,,
14693,KTanuja74  ,6,1:27:20, 0:09:34, 1:17:20  2,,
14694,vcoder_10  ,6,1:27:21, 0:04:21, 1:17:21  2,,
14695,ipiyush_20  ,6,1:27:22, 0:06:40, 0:52:22  7,,
14696,ashraful_ridoy  ,6,1:27:22, 0:16:00, 1:07:22  4,,
14697,nandinibathala03  ,6,1:27:22, 1:24:54, 1:27:22,,
14698,sriramadari  ,6,1:27:22, 0:03:20, 1:07:22  4,,
14699,Divyanshu_Mani_Tripathi  ,6,1:27:24, 0:05:12  4, 0:37:24  6,,
14700,shreyanshsomani2001  ,6,1:27:24, 0:10:15, 1:02:24  5,,
14701,saivardhan2004r  ,6,1:27:24, 0:11:05, 0:57:24  6,,
14702,spider_22  ,6,1:27:26, 0:04:35, 1:12:26  3,,
14703,razorsharp7  ,6,1:27:28, 1:05:06  1, 1:17:28  1,,
14704,21Vaibhav  ,6,1:27:31, 0:15:41  3, 1:02:31  2,,
14705,KrisH_21  ,6,1:27:34, 0:07:09, 1:02:34  5,,
14706,66A0  ,6,1:27:36, 1:24:54, 1:27:36,,
14707,nisargak20  ,6,1:27:36, 0:03:58, 0:42:36  9,,
14708,rishi45  ,6,1:27:36, 0:14:47, 1:12:36  3,,
14709,StefanCodesInChile  ,6,1:27:36, 0:02:18, 1:07:36  4,,
14710,aniketsonawane6109  ,6,1:27:37, 0:12:03, 1:07:37  4,,
14711,sakethreddy168  ,6,1:27:37, 0:13:23, 1:27:37,,
14712,TEJASWINI06  ,6,1:27:39, 0:49:29, 1:27:39,,
14713,Tejaswi_Rokkam  ,6,1:27:39, 1:10:20, 1:27:39,,
14714,Zoha_Suhail  ,6,1:27:43, 0:12:05, 1:17:43  2,,
14715,tmohit_04  ,6,1:27:43, 0:02:33, 1:12:43  3,,
14716,rawatrishabh03  ,6,1:27:43, 0:21:18, 1:17:43  2,,
14717,ashrith_08  ,6,1:27:44, 0:11:54  2, 1:07:44  2,,
14718,Gitansh_Agarwal  ,6,1:27:45, 1:02:39, 1:22:45  1,,
14719,Prathamesh47  ,6,1:27:45, 0:04:17, 0:47:45  8,,
14720,ajit1905  ,6,1:27:47, 0:02:53, 1:12:47  3,,
14721,santhosh_76  ,6,1:27:47, 0:15:34  1, 1:17:47  1,,
14722,sakshamupreti101  ,6,1:27:47, 0:09:29, 1:22:47  1,,
14723,theStruggler1  ,6,1:27:47, 0:01:54, 0:42:47  9,,
14724,21R01A0589  ,6,1:27:47, 1:16:56, 1:27:47,,
14725,21R01A0530  ,6,1:27:48, 1:09:53, 1:27:48,,
14726,21r01a0437  ,6,1:27:48, 1:25:41, 1:27:48,,
14727,Selenophile_04  ,6,1:27:48, 0:11:35  1, 1:02:48  4,,
14728,2210030087  ,6,1:27:48, 0:50:52, 1:17:48  2,,
14729,alekantirajesh  ,6,1:27:48, 0:19:19, 1:17:48  2,,
14730,21r21a6686  ,6,1:27:50, 0:21:54, 1:12:50  3,,
14731,archit_2332  ,6,1:27:51, 0:43:39  1, 1:22:51,,
14732,ps3493049  ,6,1:27:54, 0:08:19, 1:02:54  5,,
14733,rajneeshkabdwal  ,6,1:27:55, 1:03:38, 1:17:55  2,,
14734,Saranya_57  ,6,1:27:57, 0:34:58, 1:02:57  5,,
14735,arifakhtar51  ,6,1:27:58, 0:01:45, 1:17:58  2,,
14736,Ankit_Prabhat  ,6,1:27:59, 0:28:57  1, 1:02:59  4,,
14737,mazer_08  ,6,1:27:59, 0:04:56, 1:07:59  4,,
14738,21h51a05b4  ,6,1:27:59, 0:20:15, 1:27:59,,
14739,vermasoumil  ,6,1:28:00, 0:08:36, 1:13:00  3,,
14740,Tanishq_Gupta326  ,6,1:28:00, 0:02:35, 0:48:00  8,,
14741,Rayalacheruvu_Jyoshna  ,6,1:28:00, 1:15:10  1, 1:23:00,,
14742,pencilsubhash  ,6,1:28:00, 1:25:50, 1:28:00,,
14743,panchatik  ,6,1:28:01, 0:47:41, 1:18:01  2,,
14744,bejgamwarshashank  ,6,1:28:01, 0:04:51, 1:08:01  4,,
14745,arsalanbadmaev  ,6,1:28:01, 0:08:33, 1:03:01  5,,
14746,kris1729  ,6,1:28:02, 0:02:57, 1:13:02  3,,
14747,sruthim2102  ,6,1:28:02, 0:48:54, 1:28:02,,
14748,Aaryan0906  ,6,1:28:03, 0:16:36, 1:18:03  2,,
14749,rohitkumar1028c  ,6,1:28:03, 0:04:01, 0:58:03  6,,
14750,simranyadav_10  ,6,1:28:04, 0:03:31, 0:28:04  12,,
14751,vangala_123  ,6,1:28:09, 1:17:58, 1:28:09,,
14752,shaunwtfsheep  ,6,1:28:11, 0:13:39, 1:13:11  3,,
14753,Atul9119  ,6,1:28:11, 0:04:52, 1:13:11  3,,
14754,likhitha_7257  ,6,1:28:15, 0:12:06, 0:48:15  8,,
14755,pakhmodeabhishek1441  ,6,1:28:15, 0:10:50, 0:48:15  8,,
14756,21R01A66G1  ,6,1:28:15, 0:29:02, 1:23:15  1,,
14757,rishavranjan943  ,6,1:28:16, 0:05:57, 1:18:16  2,,
14758,nishantsingh221302  ,6,1:28:16, 0:07:31, 0:58:16  6,,
14759,Amarpreet_Kaur  ,6,1:28:19, 0:07:22, 1:18:19  2,,
14760,kirankumar2003g  ,6,1:28:20, 0:03:40, 1:13:20  3,,
14761,omteja04  ,6,1:28:20, 0:10:58, 1:03:20  5,,
14762,Varshini_Reddy5  ,6,1:28:21, 1:02:44, 1:28:21,,
14763,YashiPi  ,6,1:28:22, 0:14:36, 1:28:22,,
14764,PrachiSaid  ,6,1:28:22, 0:16:13, 1:13:22  3,,
14765,21211a6628  ,6,1:28:23, 0:26:46, 1:28:23,,
14766,aryan_0134  ,6,1:28:24, 1:09:20, 1:28:24,,
14767,prashantojhadlw  ,6,1:28:24, 0:04:46, 1:13:24  3,,
14768,himanshu1441996  ,6,1:28:25, 0:10:06, 1:08:25  4,,
14769,manish-madi  ,6,1:28:25, 0:33:54, 1:13:25  3,,
14770,21211a6622  ,6,1:28:25, 0:52:21, 1:18:25  2,,
14771,nikhilmusale70  ,6,1:28:28, 1:05:48, 1:18:28  2,,
14772,22b01a12c6  ,6,1:28:31, 0:25:23, 1:28:31,,
14773,mayankbaranwal0  ,6,1:28:32, 0:36:04, 1:28:32,,
14774,Nava_surya  ,6,1:28:35, 0:35:11, 1:23:35  1,,
14775,shelja_333  ,6,1:28:36, 0:05:45, 1:28:36,,
14776,Mothish  ,6,1:28:36, 0:18:59, 1:18:36  2,,
14777,nsubbuummidid  ,6,1:28:36, 0:01:52, 1:03:36  5,,
14778,fayaz2004  ,6,1:28:37, 1:18:46, 1:23:37  1,,
14779,21r01a67j2  ,6,1:28:37, 1:28:37, 1:27:16,,
14780,sulakshanachetry  ,6,1:28:40, 0:04:16, 1:03:40  5,,
14781,Rishabh_1098  ,6,1:28:41, 0:03:29, 0:53:41  7,,
14782,PradeepS_17  ,6,1:28:41, 1:07:46, 1:28:41,,
14783,misha_shaik  ,6,1:28:41, 1:12:03, 1:23:41  1,,
14784,collgievox  ,6,1:28:47, 1:27:09, 1:28:47,,
14785,Krishna_Guj  ,6,1:28:48, 0:25:11  8, 0:28:48  4,,
14786,kousalyapt  ,6,1:28:51, 0:15:47, 1:03:51  5,,
14787,204g1a05a4  ,6,1:28:56, 0:36:16, 1:08:56  4,,
14788,subbu_adithya  ,6,1:28:57, 0:05:51, 1:28:57,,
14789,Sumon208  ,6,1:28:57, 1:08:57, 1:07:28  4,,
14790,shawngao  ,6,1:28:57, 1:06:31, 1:18:57  2,,
14791,abhishekkec21  ,6,1:29:01, 0:08:12, 1:04:01  5,,
14792,priyansh-garg  ,6,1:29:01, 1:16:23, 1:29:01,,
14793,rishabh_jain_1  ,6,1:29:02, 0:07:02, 1:14:02  3,,
14794,21501A05A8  ,6,1:29:02, 1:18:05, 1:19:02  2,,
14795,Jackyen  ,6,1:29:05, 0:53:12, 1:14:05  3,,
14796,217r1a67h5  ,6,1:29:05, 1:23:34, 1:24:05  1,,
14797,deebikaranganathan16  ,6,1:29:07, 0:44:27, 1:19:07  2,,
14798,21r01a05h8  ,6,1:29:07, 1:25:19, 1:29:07,,
14799,bharaths20  ,6,1:29:08, 0:02:37, 1:19:08  2,,
14800,cryptoracing  ,6,1:29:10, 1:05:08, 1:19:10  2,,
14801,reddy_vishnuvardhan  ,6,1:29:10, 1:24:10, 1:22:17  1,,
14802,karansounak  ,6,1:29:12, 0:20:09, 1:09:12  4,,
14803,hu-mo-feng  ,6,1:29:13, 1:20:45, 1:29:13,,
14804,0308urvashi  ,6,1:29:14, 0:03:07, 0:44:14  9,,
14805,SaahilPradhan  ,6,1:29:14, 0:05:08, 1:19:14  2,,
14806,rksrinivas033  ,6,1:29:15, 1:04:48, 1:19:15  2,,
14807,Assassin003  ,6,1:29:16, 1:18:03, 1:24:16  1,,
14808,aqb2507  ,6,1:29:18, 0:07:32, 1:09:18  4,,
14809,Sairam32125  ,6,1:29:18, 1:13:36, 1:24:18  1,,
14810,grubakuni7  ,6,1:29:18, 0:03:36, 1:04:18  5,,
14811,TanujaBhogavalli  ,6,1:29:19, 0:09:35, 1:24:19  1,,
14812,samaletivaishnavi  ,6,1:29:19, 0:24:12, 0:59:19  6,,
14813,subhash_varma  ,6,1:29:20, 0:47:22  2, 0:54:20  5,,
14814,sarthakkharka__1  ,6,1:29:20, 0:06:33, 1:04:20  5,,
14815,POOJITHA_391  ,6,1:29:21, 1:29:21, 1:02:37,,
14816,sanjanapechetti  ,6,1:29:21, 0:28:18, 0:54:21  7,,
14817,maragonikarthikeya  ,6,1:29:21, 0:21:29, 0:59:21  6,,
14818,Anil4082  ,6,1:29:21, 0:07:30  1, 1:14:21  2,,
14819,_pragati4_  ,6,1:29:21, 0:29:10, 1:04:21  5,,
14820,KoduruTejaSri  ,6,1:29:22, 1:20:42, 1:24:22  1,,
14821,Sankalp_1684  ,6,1:29:23, 0:02:53, 1:14:23  3,,
14822,amanverma124580  ,6,1:29:23, 0:03:56, 0:34:23  11,,
14823,satish23819  ,6,1:29:24, 1:11:30, 1:29:24,,
14824,likhitha_0110  ,6,1:29:24, 1:22:14, 1:29:24,,
14825,Pinguthepengiun  ,6,1:29:25, 1:03:28  1, 1:14:25  2,,
14826,sufianfaisal786  ,6,1:29:25, 0:02:58, 1:14:25  3,,
14827,vaddi_rishika  ,6,1:29:25, 0:08:11, 0:54:25  7,,
14828,21r01a6636  ,6,1:29:26, 1:23:13, 1:29:26,,
14829,21r01a04m0  ,6,1:29:27, 0:33:02, 1:09:27  4,,
14830,lasyasree09  ,6,1:29:28, 0:08:46, 1:09:28  4,,
14831,hoangthinh9a7  ,6,1:29:28, 1:10:23, 1:24:28  1,,
14832,RahulMishra  ,6,1:29:30, 1:02:14, 1:24:30  1,,
14833,MEC037  ,6,1:29:31, 0:11:07, 1:19:31  2,,
14834,21r01a0425  ,6,1:29:32, 0:53:08, 1:09:32  4,,
14835,nagaramya123  ,6,1:29:32, 0:42:55, 1:09:32  4,,
14836,niswardh  ,6,1:29:34, 0:31:21, 1:24:34  1,,
14837,MJmanish  ,6,1:29:38, 1:07:22, 1:29:38,,
14838,eranjan1020  ,6,1:29:38, 0:12:47  1, 1:04:38  4,,
14839,GuoyiranJoy  ,6,1:29:43, 0:57:41, 1:24:43  1,,
14840,_parag-03  ,6,1:29:44, 0:14:14, 1:14:44  3,,
14841,ramcharan_10  ,6,1:29:44, 0:19:32, 1:14:44  3,,
14842,Shivanirawat3  ,6,1:29:45, 0:23:43  1, 1:14:45  2,,
14843,Vishnubeldar  ,6,1:29:45, 1:29:45, 0:53:35,,
14844,imoiwm  ,6,1:29:48, 0:20:42, 1:14:48  3,,
14845,pranay_1931  ,6,1:29:49, 0:16:53, 1:04:49  5,,
14846,Nazeer54  ,6,1:29:50, 1:14:00  1, 1:24:50,,
14847,21R01A0518  ,6,1:29:51, 1:27:44, 1:29:51,,
14848,btkarthikreddy  ,6,1:29:51, 1:04:50, 1:24:51  1,,
14849,vignesh1625  ,6,1:29:53, 0:07:42, 0:34:53  11,,
14850,Rol1304  ,6,1:29:54, 1:03:37, 1:19:54  2,,
14851,akshitaaashrivastava  ,6,1:29:55, 0:17:17, 1:04:55  5,,
14852,2210030312  ,6,1:29:57, 1:25:26, 1:29:57,,
14853,SANTOSH_METHRE  ,6,1:29:58, 0:04:38, 0:59:58  6,,
14854,vishalkeerthan22  ,6,1:29:59, 0:11:44, 1:04:59  5,,
14855,abhinavmittal2003  ,6,1:29:59, 0:16:00, 1:04:59  5,,
14856,Janani_Manikandan-  ,6,1:30:01, 0:12:01, 1:00:01  6,,
14857,nikitha-2002  ,6,1:30:01, 0:57:01, 1:20:01  2,,
14858,KrrishNichanii  ,6,1:30:03, 0:04:03, 1:15:03  3,,
14859,aryapriyank  ,6,1:30:03, 0:36:49, 1:20:03  2,,
14860,knight_rider01  ,6,1:30:03, 0:51:52, 1:15:03  3,,
14861,21311a05f1  ,6,1:30:06, 0:15:13, 1:25:06  1,,
14862,vishesh1110  ,6,1:30:07, 0:08:26, 1:05:07  5,,
14863,sayantan001  ,6,1:30:09, 0:18:57, 0:55:09  7,,
14864,hardiksinghal896  ,6,1:30:11, 0:25:37, 1:25:11  1,,
14865,varshneytanishk7838  ,6,1:30:12, 0:53:10, 1:10:12  4,,
14866,kishorgbss3  ,6,1:30:13, 0:04:30, 0:55:13  7,,
14867,indumylarishetty  ,6,1:30:13, 0:38:43, 1:15:13  3,,
14868,AmbitiousCommitte  ,6,1:30:14, 1:07:41, 1:25:14  1,,
14869,prajjawal_007  ,6,1:30:15, 0:11:50, 1:10:15  4,,
14870,mirthipatioffcial  ,6,1:30:16, 0:45:14, 1:25:16  1,,
14871,hxnri  ,6,1:30:16, 0:05:32, 1:15:16  3,,
14872,kaif7  ,6,1:30:18, 0:57:04  1, 1:15:18  2,,
14873,arpithasingireddy  ,6,1:30:19, 0:18:06, 0:55:19  7,,
14874,tanishsandhu10  ,6,1:30:19, 0:08:16, 0:50:19  8,,
14875,Gvamshi043  ,6,1:30:19, 0:42:04, 1:25:19  1,,
14876,chethanaSree  ,6,1:30:22, 0:21:59, 1:20:22  2,,
14877,lakshmikalyanikonatala9  ,6,1:30:22, 0:12:03, 0:35:22  11,,
14878,sui-yue-bu-rao-ren-d  ,6,1:30:23, 0:01:30, 0:55:23  7,,
14879,ak_jaiswal  ,6,1:30:23, 0:36:15, 1:05:23  5,,
14880,abhi2k3  ,6,1:30:24, 0:19:29  3, 1:15:24,,
14881,ratul_lakhanpal  ,6,1:30:25, 0:08:31, 1:00:25  6,,
14882,101varun101  ,6,1:30:27, 0:04:21, 1:00:27  6,,
14883,coding__bug  ,6,1:30:28, 0:09:52, 1:20:28  2,,
14884,shivani_2408  ,6,1:30:29, 0:40:57  1, 1:15:29  2,,
14885,moksheswar692  ,6,1:30:29, 0:05:03, 1:00:29  6,,
14886,Anvesh_D  ,6,1:30:30, 0:02:20, 1:10:30  4,,
14887,yashsiwach  ,6,1:30:31, 1:15:31, 1:13:13  3,,
14888,ConquerorsHaki  ,6,1:30:32, 0:02:17, 0:45:32  9,,
14889,GouravDutta-01  ,6,1:30:34, 0:06:43, 0:45:34  9,,
14890,gunjj  ,6,1:30:34, 0:10:48, 1:25:34  1,,
14891,durgesh_mandge  ,6,1:30:34, 0:09:38, 1:10:34  4,,
14892,bhavani_2234  ,6,1:30:35, 0:28:39, 1:20:35  2,,
14893,Shivansh1012  ,6,1:30:37, 0:03:23, 1:05:37  5,,
